,time,value,field,cell_id,robot_id,run_uuid,sensor_type
49,2022-11-23T20:41:22.127Z,755.1695,x,1,1,8910095844186657261,encoder
50,2022-11-23T20:41:23.794Z,858.5305,x,1,1,8910095844186657261,encoder
51,2022-11-23T20:41:25.461Z,871.7515,x,1,1,8910095844186657261,encoder
52,2022-11-23T20:41:27.128Z,838.6259,x,1,1,8910095844186657261,encoder
53,2022-11-23T20:41:28.795Z,852.9837,x,1,1,8910095844186657261,encoder
54,2022-11-23T20:41:30.462Z,881.1053,x,1,1,8910095844186657261,encoder
55,2022-11-23T20:41:32.129Z,797.6639,x,1,1,8910095844186657261,encoder
56,2022-11-23T20:41:33.796Z,708.2359,x,1,1,8910095844186657261,encoder
57,2022-11-23T20:41:35.463Z,738.2318,x,1,1,8910095844186657261,encoder
58,2022-11-23T20:41:37.13Z,828.5127,x,1,1,8910095844186657261,encoder
59,2022-11-23T20:41:38.797Z,842.0789,x,1,1,8910095844186657261,encoder
60,2022-11-23T20:41:40.464Z,798.0737,x,1,1,8910095844186657261,encoder
61,2022-11-23T20:41:42.131Z,709.682,x,1,1,8910095844186657261,encoder
62,2022-11-23T20:41:43.798Z,737.6073,x,1,1,8910095844186657261,encoder
63,2022-11-23T20:41:45.465Z,841.2103,x,1,1,8910095844186657261,encoder
64,2022-11-23T20:41:47.132Z,879.4366,x,1,1,8910095844186657261,encoder
65,2022-11-23T20:41:48.799Z,842.5784,x,1,1,8910095844186657261,encoder
66,2022-11-23T20:41:50.466Z,851.4555,x,1,1,8910095844186657261,encoder
67,2022-11-23T20:41:52.133Z,882.6435,x,1,1,8910095844186657261,encoder
68,2022-11-23T20:41:53.8Z,808.438,x,1,1,8910095844186657261,encoder
69,2022-11-23T20:41:55.467Z,712.0993,x,1,1,8910095844186657261,encoder
70,2022-11-23T20:41:57.134Z,733.2491,x,1,1,8910095844186657261,encoder
71,2022-11-23T20:41:58.801Z,827.9013,x,1,1,8910095844186657261,encoder
72,2022-11-23T20:42:00.468Z,846.6125,x,1,1,8910095844186657261,encoder
73,2022-11-23T20:42:02.135Z,813.3155,x,1,1,8910095844186657261,encoder
74,2022-11-23T20:42:03.802Z,719.5202,x,1,1,8910095844186657261,encoder
75,2022-11-23T20:42:05.469Z,725.6314,x,1,1,8910095844186657261,encoder
76,2022-11-23T20:42:07.136Z,823.9047,x,1,1,8910095844186657261,encoder
77,2022-11-23T20:42:08.803Z,882.9967,x,1,1,8910095844186657261,encoder
78,2022-11-23T20:42:10.47Z,848.4622,x,1,1,8910095844186657261,encoder
79,2022-11-23T20:42:12.137Z,852.609,x,1,1,8910095844186657261,encoder
80,2022-11-23T20:42:13.804Z,883.0892,x,1,1,8910095844186657261,encoder
81,2022-11-23T20:42:15.471Z,813.13,x,1,1,8910095844186657261,encoder
82,2022-11-23T20:42:17.138Z,721.8063,x,1,1,8910095844186657261,encoder
83,2022-11-23T20:42:18.805Z,724.7651,x,1,1,8910095844186657261,encoder
84,2022-11-23T20:42:20.472Z,816.9301,x,1,1,8910095844186657261,encoder
85,2022-11-23T20:42:22.139Z,850.0713,x,1,1,8910095844186657261,encoder
86,2022-11-23T20:42:23.806Z,834.1176,x,1,1,8910095844186657261,encoder
87,2022-11-23T20:42:25.473Z,744.0068,x,1,1,8910095844186657261,encoder
88,2022-11-23T20:42:27.14Z,708.7775,x,1,1,8910095844186657261,encoder
89,2022-11-23T20:42:28.807Z,796.9015,x,1,1,8910095844186657261,encoder
90,2022-11-23T20:42:30.474Z,879.9807,x,1,1,8910095844186657261,encoder
91,2022-11-23T20:42:32.141Z,857.5305,x,1,1,8910095844186657261,encoder
92,2022-11-23T20:42:33.808Z,852.9129,x,1,1,8910095844186657261,encoder
93,2022-11-23T20:42:35.475Z,881.4612,x,1,1,8910095844186657261,encoder
94,2022-11-23T20:42:37.142Z,831.4517,x,1,1,8910095844186657261,encoder
95,2022-11-23T20:42:38.809Z,729.0889,x,1,1,8910095844186657261,encoder
96,2022-11-23T20:42:40.476Z,716.5745,x,1,1,8910095844186657261,encoder
97,2022-11-23T20:42:42.143Z,810.2459,x,1,1,8910095844186657261,encoder
98,2022-11-23T20:42:43.81Z,852.8017,x,1,1,8910095844186657261,encoder
99,2022-11-23T20:42:45.477Z,844.3344,x,1,1,8910095844186657261,encoder
100,2022-11-23T20:42:47.144Z,760.2597,x,1,1,8910095844186657261,encoder
101,2022-11-23T20:42:48.811Z,704.2335,x,1,1,8910095844186657261,encoder
102,2022-11-23T20:42:50.478Z,778.1928,x,1,1,8910095844186657261,encoder
103,2022-11-23T20:42:52.145Z,871.5002,x,1,1,8910095844186657261,encoder
104,2022-11-23T20:42:53.812Z,864.3978,x,1,1,8910095844186657261,encoder
105,2022-11-23T20:42:55.479Z,856.8661,x,1,1,8910095844186657261,encoder
106,2022-11-23T20:42:57.146Z,879.5606,x,1,1,8910095844186657261,encoder
107,2022-11-23T20:42:58.813Z,839.2856,x,1,1,8910095844186657261,encoder
108,2022-11-23T20:43:00.48Z,742.3131,x,1,1,8910095844186657261,encoder
109,2022-11-23T20:43:02.147Z,710.978,x,1,1,8910095844186657261,encoder
110,2022-11-23T20:43:03.814Z,795.3839,x,1,1,8910095844186657261,encoder
111,2022-11-23T20:43:05.481Z,856.041,x,1,1,8910095844186657261,encoder
112,2022-11-23T20:43:07.148Z,855.8855,x,1,1,8910095844186657261,encoder
113,2022-11-23T20:43:08.815Z,785.1452,x,1,1,8910095844186657261,encoder
114,2022-11-23T20:43:10.482Z,704.7614,x,1,1,8910095844186657261,encoder
115,2022-11-23T20:43:12.149Z,752.6933,x,1,1,8910095844186657261,encoder
116,2022-11-23T20:43:13.816Z,850.7804,x,1,1,8910095844186657261,encoder
117,2022-11-23T20:43:15.483Z,877.1657,x,1,1,8910095844186657261,encoder
118,2022-11-23T20:43:17.15Z,859.377,x,1,1,8910095844186657261,encoder
119,2022-11-23T20:43:18.817Z,873.8737,x,1,1,8910095844186657261,encoder
120,2022-11-23T20:43:20.484Z,857.0043,x,1,1,8910095844186657261,encoder
121,2022-11-23T20:43:22.151Z,755.4705,x,1,1,8910095844186657261,encoder
122,2022-11-23T20:43:23.818Z,705.2444,x,1,1,8910095844186657261,encoder
123,2022-11-23T20:43:25.485Z,780.8272,x,1,1,8910095844186657261,encoder
124,2022-11-23T20:43:27.152Z,856.3144,x,1,1,8910095844186657261,encoder
125,2022-11-23T20:43:28.819Z,861.7109,x,1,1,8910095844186657261,encoder
126,2022-11-23T20:43:30.486Z,810.8743,x,1,1,8910095844186657261,encoder
127,2022-11-23T20:43:32.153Z,716.1689,x,1,1,8910095844186657261,encoder
128,2022-11-23T20:43:33.82Z,732.9367,x,1,1,8910095844186657261,encoder
129,2022-11-23T20:43:35.487Z,835.1577,x,1,1,8910095844186657261,encoder
130,2022-11-23T20:43:37.154Z,880.156,x,1,1,8910095844186657261,encoder
131,2022-11-23T20:43:38.821Z,862.4416,x,1,1,8910095844186657261,encoder
132,2022-11-23T20:43:40.488Z,873.7136,x,1,1,8910095844186657261,encoder
133,2022-11-23T20:43:42.155Z,857.9338,x,1,1,8910095844186657261,encoder
134,2022-11-23T20:43:43.822Z,757.0065,x,1,1,8910095844186657261,encoder
135,2022-11-23T20:43:45.489Z,705.5196,x,1,1,8910095844186657261,encoder
136,2022-11-23T20:43:47.156Z,781.21,x,1,1,8910095844186657261,encoder
137,2022-11-23T20:43:48.823Z,859.0364,x,1,1,8910095844186657261,encoder
138,2022-11-23T20:43:50.49Z,865.4075,x,1,1,8910095844186657261,encoder
139,2022-11-23T20:43:52.157Z,821.3951,x,1,1,8910095844186657261,encoder
140,2022-11-23T20:43:53.824Z,716.7721,x,1,1,8910095844186657261,encoder
141,2022-11-23T20:43:55.491Z,734.97,x,1,1,8910095844186657261,encoder
142,2022-11-23T20:43:57.158Z,835.77,x,1,1,8910095844186657261,encoder
143,2022-11-23T20:43:58.825Z,881.4172,x,1,1,8910095844186657261,encoder
144,2022-11-23T20:44:00.492Z,865.8115,x,1,1,8910095844186657261,encoder
145,2022-11-23T20:44:02.159Z,874.7324,x,1,1,8910095844186657261,encoder
146,2022-11-23T20:44:03.826Z,857.3095,x,1,1,8910095844186657261,encoder
147,2022-11-23T20:44:05.493Z,760.5556,x,1,1,8910095844186657261,encoder
148,2022-11-23T20:44:07.16Z,704.8362,x,1,1,8910095844186657261,encoder
149,2022-11-23T20:44:08.827Z,776.4023,x,1,1,8910095844186657261,encoder
150,2022-11-23T20:44:10.494Z,858.448,x,1,1,8910095844186657261,encoder
151,2022-11-23T20:44:12.161Z,868.6426,x,1,1,8910095844186657261,encoder
152,2022-11-23T20:44:13.828Z,836.6224,x,1,1,8910095844186657261,encoder
153,2022-11-23T20:44:15.495Z,736.9933,x,1,1,8910095844186657261,encoder
154,2022-11-23T20:44:17.162Z,714.097,x,1,1,8910095844186657261,encoder
155,2022-11-23T20:44:18.829Z,806.4873,x,1,1,8910095844186657261,encoder
156,2022-11-23T20:44:20.496Z,880.5303,x,1,1,8910095844186657261,encoder
157,2022-11-23T20:44:22.163Z,869.0556,x,1,1,8910095844186657261,encoder
158,2022-11-23T20:44:23.83Z,875.0046,x,1,1,8910095844186657261,encoder
159,2022-11-23T20:44:25.497Z,859.205,x,1,1,8910095844186657261,encoder
160,2022-11-23T20:44:27.164Z,756.6731,x,1,1,8910095844186657261,encoder
161,2022-11-23T20:44:28.831Z,705.8815,x,1,1,8910095844186657261,encoder
162,2022-11-23T20:44:30.498Z,773.6009,x,1,1,8910095844186657261,encoder
163,2022-11-23T20:44:32.165Z,859.0923,x,1,1,8910095844186657261,encoder
164,2022-11-23T20:44:33.832Z,871.988,x,1,1,8910095844186657261,encoder
165,2022-11-23T20:44:35.499Z,849.183,x,1,1,8910095844186657261,encoder
166,2022-11-23T20:44:37.166Z,751.9217,x,1,1,8910095844186657261,encoder
167,2022-11-23T20:44:38.833Z,708.0558,x,1,1,8910095844186657261,encoder
168,2022-11-23T20:44:40.5Z,786.6151,x,1,1,8910095844186657261,encoder
169,2022-11-23T20:44:42.167Z,875.3877,x,1,1,8910095844186657261,encoder
170,2022-11-23T20:44:43.834Z,872.7212,x,1,1,8910095844186657261,encoder
171,2022-11-23T20:44:45.501Z,875.5454,x,1,1,8910095844186657261,encoder
172,2022-11-23T20:44:47.168Z,867.2513,x,1,1,8910095844186657261,encoder
173,2022-11-23T20:44:48.835Z,779.836,x,1,1,8910095844186657261,encoder
174,2022-11-23T20:44:50.502Z,706.1864,x,1,1,8910095844186657261,encoder
175,2022-11-23T20:44:52.169Z,768.6272,x,1,1,8910095844186657261,encoder
176,2022-11-23T20:44:53.836Z,862.6415,x,1,1,8910095844186657261,encoder
177,2022-11-23T20:44:55.503Z,874.4664,x,1,1,8910095844186657261,encoder
178,2022-11-23T20:44:57.17Z,853.3577,x,1,1,8910095844186657261,encoder
179,2022-11-23T20:44:58.837Z,758.3289,x,1,1,8910095844186657261,encoder
180,2022-11-23T20:45:00.504Z,705.8567,x,1,1,8910095844186657261,encoder
181,2022-11-23T20:45:02.171Z,778.3129,x,1,1,8910095844186657261,encoder
182,2022-11-23T20:45:03.838Z,866.9535,x,1,1,8910095844186657261,encoder
183,2022-11-23T20:45:05.505Z,875.7644,x,1,1,8910095844186657261,encoder
184,2022-11-23T20:45:07.172Z,875.8363,x,1,1,8910095844186657261,encoder
185,2022-11-23T20:45:08.839Z,866.2381,x,1,1,8910095844186657261,encoder
186,2022-11-23T20:45:10.506Z,769.2604,x,1,1,8910095844186657261,encoder
187,2022-11-23T20:45:12.173Z,705.7718,x,1,1,8910095844186657261,encoder
188,2022-11-23T20:45:13.84Z,758.4991,x,1,1,8910095844186657261,encoder
189,2022-11-23T20:45:15.507Z,852.7726,x,1,1,8910095844186657261,encoder
190,2022-11-23T20:45:17.174Z,875.3213,x,1,1,8910095844186657261,encoder
191,2022-11-23T20:45:18.841Z,867.8874,x,1,1,8910095844186657261,encoder
192,2022-11-23T20:45:20.508Z,787.2089,x,1,1,8910095844186657261,encoder
193,2022-11-23T20:45:22.175Z,707.8284,x,1,1,8910095844186657261,encoder
194,2022-11-23T20:45:23.842Z,754.6132,x,1,1,8910095844186657261,encoder
195,2022-11-23T20:45:25.509Z,854.6056,x,1,1,8910095844186657261,encoder
196,2022-11-23T20:45:27.176Z,878.0208,x,1,1,8910095844186657261,encoder
197,2022-11-23T20:45:28.843Z,876.7981,x,1,1,8910095844186657261,encoder
198,2022-11-23T20:45:30.51Z,870.7933,x,1,1,8910095844186657261,encoder
199,2022-11-23T20:45:32.177Z,782.7343,x,1,1,8910095844186657261,encoder
200,2022-11-23T20:45:33.844Z,706.9763,x,1,1,8910095844186657261,encoder
201,2022-11-23T20:45:35.511Z,760.9609,x,1,1,8910095844186657261,encoder
202,2022-11-23T20:45:37.178Z,855.2979,x,1,1,8910095844186657261,encoder
203,2022-11-23T20:45:38.845Z,876.8982,x,1,1,8910095844186657261,encoder
204,2022-11-23T20:45:40.512Z,871.3105,x,1,1,8910095844186657261,encoder
205,2022-11-23T20:45:42.179Z,795.2746,x,1,1,8910095844186657261,encoder
206,2022-11-23T20:45:43.846Z,710.5546,x,1,1,8910095844186657261,encoder
207,2022-11-23T20:45:45.513Z,744.6302,x,1,1,8910095844186657261,encoder
208,2022-11-23T20:45:47.18Z,845.4883,x,1,1,8910095844186657261,encoder
209,2022-11-23T20:45:48.847Z,879.4915,x,1,1,8910095844186657261,encoder
210,2022-11-23T20:45:50.514Z,877.9739,x,1,1,8910095844186657261,encoder
211,2022-11-23T20:45:52.181Z,871.7172,x,1,1,8910095844186657261,encoder
212,2022-11-23T20:45:53.848Z,781.7052,x,1,1,8910095844186657261,encoder
213,2022-11-23T20:45:55.515Z,707.1179,x,1,1,8910095844186657261,encoder
214,2022-11-23T20:45:57.182Z,760.1224,x,1,1,8910095844186657261,encoder
215,2022-11-23T20:45:58.849Z,857.6926,x,1,1,8910095844186657261,encoder
216,2022-11-23T20:46:00.516Z,878.1447,x,1,1,8910095844186657261,encoder
217,2022-11-23T20:46:02.183Z,873.35,x,1,1,8910095844186657261,encoder
218,2022-11-23T20:46:03.85Z,799.4829,x,1,1,8910095844186657261,encoder
219,2022-11-23T20:46:05.517Z,712.4179,x,1,1,8910095844186657261,encoder
220,2022-11-23T20:46:07.184Z,743.6211,x,1,1,8910095844186657261,encoder
221,2022-11-23T20:46:08.851Z,845.2246,x,1,1,8910095844186657261,encoder
222,2022-11-23T20:46:10.518Z,879.6688,x,1,1,8910095844186657261,encoder
223,2022-11-23T20:46:12.185Z,878.9118,x,1,1,8910095844186657261,encoder
224,2022-11-23T20:46:13.852Z,867.0583,x,1,1,8910095844186657261,encoder
225,2022-11-23T20:46:15.519Z,773.5652,x,1,1,8910095844186657261,encoder
226,2022-11-23T20:46:17.186Z,706.4754,x,1,1,8910095844186657261,encoder
227,2022-11-23T20:46:18.853Z,768.3612,x,1,1,8910095844186657261,encoder
228,2022-11-23T20:46:20.52Z,862.6639,x,1,1,8910095844186657261,encoder
229,2022-11-23T20:46:22.187Z,879.0695,x,1,1,8910095844186657261,encoder
230,2022-11-23T20:46:23.854Z,874.4864,x,1,1,8910095844186657261,encoder
231,2022-11-23T20:46:25.521Z,802.441,x,1,1,8910095844186657261,encoder
232,2022-11-23T20:46:27.188Z,713.0181,x,1,1,8910095844186657261,encoder
233,2022-11-23T20:46:28.855Z,742.6598,x,1,1,8910095844186657261,encoder
234,2022-11-23T20:46:30.522Z,843.3401,x,1,1,8910095844186657261,encoder
235,2022-11-23T20:46:32.189Z,879.7186,x,1,1,8910095844186657261,encoder
236,2022-11-23T20:46:33.856Z,879.4133,x,1,1,8910095844186657261,encoder
237,2022-11-23T20:46:35.523Z,860.9645,x,1,1,8910095844186657261,encoder
238,2022-11-23T20:46:37.19Z,757.367,x,1,1,8910095844186657261,encoder
239,2022-11-23T20:46:38.857Z,708.43,x,1,1,8910095844186657261,encoder
240,2022-11-23T20:46:40.524Z,783.4052,x,1,1,8910095844186657261,encoder
241,2022-11-23T20:46:42.191Z,870.3398,x,1,1,8910095844186657261,encoder
242,2022-11-23T20:46:43.858Z,879.4208,x,1,1,8910095844186657261,encoder
243,2022-11-23T20:46:45.525Z,872.7556,x,1,1,8910095844186657261,encoder
244,2022-11-23T20:46:47.192Z,794.1621,x,1,1,8910095844186657261,encoder
245,2022-11-23T20:46:48.859Z,710.231,x,1,1,8910095844186657261,encoder
246,2022-11-23T20:46:50.526Z,750.9575,x,1,1,8910095844186657261,encoder
247,2022-11-23T20:46:52.193Z,852.1773,x,1,1,8910095844186657261,encoder
248,2022-11-23T20:46:53.86Z,879.4911,x,1,1,8910095844186657261,encoder
249,2022-11-23T20:46:55.527Z,879.4709,x,1,1,8910095844186657261,encoder
250,2022-11-23T20:46:57.194Z,847.9459,x,1,1,8910095844186657261,encoder
251,2022-11-23T20:46:58.861Z,747.5166,x,1,1,8910095844186657261,encoder
252,2022-11-23T20:47:00.528Z,712.0585,x,1,1,8910095844186657261,encoder
253,2022-11-23T20:47:02.195Z,797.1562,x,1,1,8910095844186657261,encoder
254,2022-11-23T20:47:03.862Z,874.6766,x,1,1,8910095844186657261,encoder
255,2022-11-23T20:47:05.529Z,879.4986,x,1,1,8910095844186657261,encoder
256,2022-11-23T20:47:07.196Z,873.6288,x,1,1,8910095844186657261,encoder
257,2022-11-23T20:47:08.863Z,792.1548,x,1,1,8910095844186657261,encoder
258,2022-11-23T20:47:10.53Z,710.0103,x,1,1,8910095844186657261,encoder
259,2022-11-23T20:47:12.197Z,752.6872,x,1,1,8910095844186657261,encoder
260,2022-11-23T20:47:13.864Z,852.5047,x,1,1,8910095844186657261,encoder
261,2022-11-23T20:47:15.531Z,879.3252,x,1,1,8910095844186657261,encoder
262,2022-11-23T20:47:17.198Z,878.8366,x,1,1,8910095844186657261,encoder
263,2022-11-23T20:47:18.865Z,834.0113,x,1,1,8910095844186657261,encoder
264,2022-11-23T20:47:20.532Z,736.5695,x,1,1,8910095844186657261,encoder
265,2022-11-23T20:47:22.199Z,719.4205,x,1,1,8910095844186657261,encoder
266,2022-11-23T20:47:23.866Z,810.2605,x,1,1,8910095844186657261,encoder
267,2022-11-23T20:47:25.533Z,877.7025,x,1,1,8910095844186657261,encoder
268,2022-11-23T20:47:27.2Z,878.9854,x,1,1,8910095844186657261,encoder
269,2022-11-23T20:47:28.867Z,872.1843,x,1,1,8910095844186657261,encoder
270,2022-11-23T20:47:30.534Z,787.3023,x,1,1,8910095844186657261,encoder
271,2022-11-23T20:47:32.201Z,710.0606,x,1,1,8910095844186657261,encoder
272,2022-11-23T20:47:33.868Z,751.9388,x,1,1,8910095844186657261,encoder
273,2022-11-23T20:47:35.535Z,850.2616,x,1,1,8910095844186657261,encoder
274,2022-11-23T20:47:37.202Z,878.7791,x,1,1,8910095844186657261,encoder
275,2022-11-23T20:47:38.869Z,877.8533,x,1,1,8910095844186657261,encoder
276,2022-11-23T20:47:40.536Z,828.7918,x,1,1,8910095844186657261,encoder
277,2022-11-23T20:47:42.203Z,729.7987,x,1,1,8910095844186657261,encoder
278,2022-11-23T20:47:43.87Z,723.9022,x,1,1,8910095844186657261,encoder
279,2022-11-23T20:47:45.537Z,821.2845,x,1,1,8910095844186657261,encoder
280,2022-11-23T20:47:47.204Z,878.4627,x,1,1,8910095844186657261,encoder
281,2022-11-23T20:47:48.871Z,878.2388,x,1,1,8910095844186657261,encoder
282,2022-11-23T20:47:50.538Z,872.4151,x,1,1,8910095844186657261,encoder
283,2022-11-23T20:47:52.205Z,786.8253,x,1,1,8910095844186657261,encoder
284,2022-11-23T20:47:53.872Z,709.0575,x,1,1,8910095844186657261,encoder
285,2022-11-23T20:47:55.539Z,759.0143,x,1,1,8910095844186657261,encoder
286,2022-11-23T20:47:57.206Z,856.3254,x,1,1,8910095844186657261,encoder
287,2022-11-23T20:47:58.873Z,878.1275,x,1,1,8910095844186657261,encoder
288,2022-11-23T20:48:00.54Z,874.7407,x,1,1,8910095844186657261,encoder
289,2022-11-23T20:48:02.207Z,809.4564,x,1,1,8910095844186657261,encoder
290,2022-11-23T20:48:03.874Z,717.3676,x,1,1,8910095844186657261,encoder
291,2022-11-23T20:48:05.541Z,738.9265,x,1,1,8910095844186657261,encoder
292,2022-11-23T20:48:07.208Z,840.5606,x,1,1,8910095844186657261,encoder
293,2022-11-23T20:48:08.875Z,878.6859,x,1,1,8910095844186657261,encoder
294,2022-11-23T20:48:10.542Z,877.1087,x,1,1,8910095844186657261,encoder
295,2022-11-23T20:48:12.209Z,869.1667,x,1,1,8910095844186657261,encoder
296,2022-11-23T20:48:13.876Z,779.2649,x,1,1,8910095844186657261,encoder
297,2022-11-23T20:48:15.543Z,707.9135,x,1,1,8910095844186657261,encoder
298,2022-11-23T20:48:17.21Z,796.5006,x,1,1,8910095844186657261,encoder
299,2022-11-23T20:48:18.877Z,873.0916,x,1,1,8910095844186657261,encoder
300,2022-11-23T20:48:20.544Z,876.3668,x,1,1,8910095844186657261,encoder
301,2022-11-23T20:48:22.211Z,851.876,x,1,1,8910095844186657261,encoder
302,2022-11-23T20:48:23.878Z,751.8703,x,1,1,8910095844186657261,encoder
303,2022-11-23T20:48:25.545Z,709.6119,x,1,1,8910095844186657261,encoder
304,2022-11-23T20:48:27.212Z,780.9868,x,1,1,8910095844186657261,encoder
305,2022-11-23T20:48:28.879Z,871.5842,x,1,1,8910095844186657261,encoder
306,2022-11-23T20:48:30.546Z,876.239,x,1,1,8910095844186657261,encoder
307,2022-11-23T20:48:32.213Z,877.6746,x,1,1,8910095844186657261,encoder
308,2022-11-23T20:48:33.88Z,842.1456,x,1,1,8910095844186657261,encoder
309,2022-11-23T20:48:35.547Z,740.6017,x,1,1,8910095844186657261,encoder
310,2022-11-23T20:48:37.214Z,717.1988,x,1,1,8910095844186657261,encoder
311,2022-11-23T20:48:38.881Z,807.9458,x,1,1,8910095844186657261,encoder
312,2022-11-23T20:48:40.548Z,872.4392,x,1,1,8910095844186657261,encoder
313,2022-11-23T20:48:42.215Z,874.3692,x,1,1,8910095844186657261,encoder
314,2022-11-23T20:48:43.882Z,840.2222,x,1,1,8910095844186657261,encoder
315,2022-11-23T20:48:45.549Z,739.3202,x,1,1,8910095844186657261,encoder
316,2022-11-23T20:48:47.216Z,717.6657,x,1,1,8910095844186657261,encoder
317,2022-11-23T20:48:48.883Z,809.2548,x,1,1,8910095844186657261,encoder
318,2022-11-23T20:48:50.55Z,877.7122,x,1,1,8910095844186657261,encoder
319,2022-11-23T20:48:52.217Z,874.0458,x,1,1,8910095844186657261,encoder
320,2022-11-23T20:48:53.884Z,878.0904,x,1,1,8910095844186657261,encoder
321,2022-11-23T20:48:55.551Z,824.8318,x,1,1,8910095844186657261,encoder
322,2022-11-23T20:48:57.218Z,726.6279,x,1,1,8910095844186657261,encoder
323,2022-11-23T20:48:58.885Z,729.0043,x,1,1,8910095844186657261,encoder
324,2022-11-23T20:49:00.552Z,826.3887,x,1,1,8910095844186657261,encoder
325,2022-11-23T20:49:02.219Z,873.1676,x,1,1,8910095844186657261,encoder
326,2022-11-23T20:49:03.886Z,870.6814,x,1,1,8910095844186657261,encoder
327,2022-11-23T20:49:05.553Z,813.2465,x,1,1,8910095844186657261,encoder
328,2022-11-23T20:49:07.22Z,719.9771,x,1,1,8910095844186657261,encoder
329,2022-11-23T20:49:08.887Z,735.0266,x,1,1,8910095844186657261,encoder
330,2022-11-23T20:49:10.554Z,835.5624,x,1,1,8910095844186657261,encoder
331,2022-11-23T20:49:12.221Z,877.239,x,1,1,8910095844186657261,encoder
